dua_id,pdf_page_start,pdf_page_end,chapter_bn,arabic,transliteration_bn,bengali_translation,reference_bn,extraction_status
1,23,23,ঘুম থেকে জেগে উঠার সময়ের যিকিরসমূহ,اَلْحَمْدُ لِلّٰهِ الَّذِيْ أَحْيَانَا بَعْدَ مَا أَمَاتَنَا وَإِلَيْهِ النُّشُوْرُ,আলহামদু লিল্লা-হিল্লাযী আহইয়া-না- বা‘দা মা- আমা-তানা- ওয়া ইলাইহিন্ নুশূর,হামদ-প্রশংসা আল্লাহর জন্য যিনি (নিদ্রারূপ) মৃত্যুর পর আমাদেরকে জীবিত করলেন আর তাঁরই নিকট সকলের পুনরুত্থান।,বুখারী ফাতহুল বারী ১১/১১৩ নং ৬৩১৪; মুসলিম ৪/২০৮৩ নং ২৭১১।,complete
2,23,25,ঘুম থেকে জেগে উঠার সময়ের যিকিরসমূহ,لَا إِلٰهَ إِلَّا اللّٰهُ وَحْدَهُ لَا شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ سُبْحَانَ اللّٰهِ وَالْحَمْدُ لِلّٰهِ وَلَا إِلٰهَ إِلَّا اللّٰهُ وَاللّٰهُ أَكْبَرُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللّٰهِ الْعَلِيِّ الْعَظِيمِ رَبِّ اغْفِرْ لِي,লা ইলা-হা ইল্লাল্লা-হু ওয়াহদাহূ লা- শারীকালাহূ লাহুল মুলকু ওয়ালাহুল হামদু ওয়াহুয়া ‘আলা কুল্লি শাইইন ক্বাদীর। সুবহা-নাল্লাযহি ওয়ালহামদু লিল্লাযহি ওয়া লা ইলা-হা ইল্লাল্লা-হু ওয়াল্লা-হু আকবার ওয়া লা- হাওলা ওয়া লা- কুওয়াতা ইল্লা- বিল্লা-হিল ‘আলিয়্যিল ‘আযীম রাব্বিগফির লী,একমাত্র আল্লাহ ছাড়া কোনো হক ইলাহ নেই। তাঁর কোনো শরীক নেই। রাজত্ব তাঁরই, প্রশংসাও তাঁরই। আর তিনি সকল কিছুর ওপর ক্ষমতাবান। আল্লাহ পবিত্র-মহান। সকল হামদ-প্রশংসা আল্লাহর। আল্লাহ ছাড়া কোনো হক ইলাহ নেই। আল্লাহ সবচেয়ে বড়। সুউচ্চ সুমহান আল্লাহর সাহায্য ছাড়া (পাপ কাজ থেকে দূরে থাকার) কোনো উপায় এবং (সৎকাজ করার) কোনো শক্তি কারো নেই। হে রব! আমাকে ক্ষমা করুন।,যে ব্যক্তি তা বলবে তাকে ক্ষমা করে দেওয়া হবে। যদি সে দো‘আ করে তবে তার দো‘আ কবুল হবে। যদি সে উঠে অযু করে নামায পড়ে তবে তার নামায কবুল করা হবে। বুখারী ফাতহুল বারী ৩/৩৯ নং ১১৫৪। হাদীসের ভাষ্য ইবন মাজাহ এর অনুরূপ। দেখুন সহীহ ইবন মাজাহ ২/৩৩৫।,complete
